numero_ed;libelle_ed;sigle_ed;discipline_principale;etablissement_support;etablissements_coaccredites;etablissements_associes;disciplines_secondaires;annee_de_creation;annee_d_accreditation;duree_d_accreditation;academie;region;departement;commune;nom_laboratoires;telephone;site_web;adresse_postale;email;coordonnees_geographiques;toutes_disciplines;tous_etablissements;code_etablissement_support;code_commune;code_unite_urbaine;code_departement;code_academie;code_region;code_etablissements_associes;prenom_responsable_ed;nom_responsable_ed;code_etablissements_coaccredites;civilite;unite_urbaine_ou_commune_rurale;code_toutes_disc;code_disc_pr;code_disc_sec;id_tous_etablissements;code_tous_etablissements;id_etablissement_support;id_etablissements_coaccredites;id_etablissements_associes;identifiant_laboratoires;id_ed;;coordonnees_geographiques;;;latitude;long;;coordonnees_geographiques;
583;êcole doctorale Risques et SociÇtÇ;;Sciences pour l'ingÇnieur;UniversitÇ de Nåmes;êcole nationale supÇrieure des mines d'Aläs;;;2015;2018;3;Montpellier;Occitanie;Gard;Nåmes;"Laboratoire de Genie Informatique et Ingenierie de Production;Laboratoire du Genie de l'Environnement Industriel;Detection, evaluation, gestion des risques chroniques et emergents;;";;http://ed583.unimes.fr;universitÇ de Nimes, rue du docteur georges salan, 30021 NIMES;ed583@unimes.fr;43.8429, 4.35671;Sciences pour l'ingÇnieur;"UniversitÇ de Nåmes;êcole nationale supÇrieure des mines d'Aläs";0301687W;30189;UU30601;D030;A11;R76;;Karine;Weiss;0300063F;Madame;Nåmes;8;8;;"HAU8L;6Th4v";"0301687W;0300063F";HAU8L;6Th4v;;"199420609G;200020611H;201521832V;202023735S;202123677Z";wUBi9;;43.8429, 4.35671;;;;;;43.8429; 4.35671
586;êcole doctorale Sciences Humaines et Sociales;EDSHS;Sciences humaines et humanitÇs;UniversitÇ de Picardie Jules-Verne;"UniversitÇ du Littoral Cìte d'Opale;UniversitÇ d'Artois";;Sciences de la sociÇtÇ;2015;2018;7;Amiens;Hauts-de-France;Somme;Amiens;"DISCONTINUITES;CDEP - CENTRE DROIT ETHIQUE ET PROCEDURES;LABORATOIRE DE RECHERCHE JURIDIQUE;CENTRE DE RECHERCHE SUR LES INSTITUTIONS, L'INDUSTRIE ET LES SYSTEMES ECONOMIQUES D'AMIENS - UR UPJV 3908;CENTRE DE DROIT PRIVE ET DE SCIENCES CRIMINELLES D'AMIENS - UR UPJV 3911;CREHS - CENTRE DE RECHERCHE ET D'ETUDES - HISTOIRE ET SOCIETES;TEXTES ET CULTURES;UNITE DE RECHERCHE SUR L'HISTOIRE, LES LANGUES, LES LITTERATURES ET L'INTERCULTUREL;CENTRE D'ETUDES DES RELATIONS ET DES CONTACTS LINGUISTIQUES ET LITTERAIRES - UR UPJV  4283;TEXTES, REPRESENTATIONS, ARCHEOLOGIE, AUTORITE ET MEMOIRE DE L'ANTIQUITE A LA RENAISSANCE - UR UPJV 4284;HABITER LE MONDE - UR UPJV 4287;CENTRE D'HISTOIRE DES SOCIETES, DES SCIENCES ET DES CONFLITS - UR UPJV 4289;CENTRE DE RECHERCHES EN ARTS ET EN ESTHETIQUE - UR UPJV 4291;CONFLITS, REPRESENTATIONS ET DIALOGUES DANS L'UNIVERS ANGLO-SAXON - UR UPJV 4295;GRAMMATICA - CENTRE DE RECHERCHES EN LINGUISTIQUE FRANCAISE;Centre universitaire de recherches sur l'action publique et le politique. Epistemologie et Sciences sociales - UMR CNRS 7319;CENTRE AMIENOIS DE RECHERCHE EN EDUCATION ET FORMATION - UR UPJV 4697;CENTRE DE RECHERCHE EN PSYCHOLOGIE : COGNITION, PSYCHISME ET ORGANISATIONS - UR UPJV 7273;Centre d'etudes hispaniques d'Amiens - UR UPJV 4285;";;https://www.u-picardie.fr/ecoles-doctorales/edshs/;Pìle de la citadelle, bureau E 203 , 10 rue des Franáais libres, 80080 AMIENS;edshs@u-picardie.fr;49.904561, 2.299616;"Sciences humaines et humanitÇs;Sciences de la sociÇtÇ";"UniversitÇ de Picardie Jules-Verne;UniversitÇ du Littoral Cìte d'Opale;UniversitÇ d'Artois";0801344B;80021;UU80601;D080;A20;R32;;Xavier;Boniface;"0595964M;0623957P";Monsieur;Amiens;"6;7";6;7;"8j5s2;yH19Y;BWbvP";"0801344B;0595964M;0623957P";8j5s2;"yH19Y;BWbvP";;"199813999E;199814002H;200214877S;200415167Y;200415170B;200615278K;200615279L;200615281N;200815520P;200815521R;200815523T;200815525V;200815527X;200815531B;201019110H;201220282Y;201220365N;201220712R;201822703D;201924101U";0RKVX;;49.904561, 2.299616;;;;;;49.904561; 2.299616
594;êcole doctorale SociÇtÇs, Espaces, Pratiques, Temps;ED SEPT;Sciences humaines et humanitÇs;UniversitÇ Bourgogne - Franche-ComtÇ;;;;2017;2017;7;Besanáon;Bourgogne-Franche-ComtÇ;Doubs;Besanáon;"Centre Lucien Febvre;LOGIQUES DE L'AGIR;THEORISER ET MODELISER POUR AMENAGER - UMR 6049;LABORATOIRE DE PSYCHOLOGIE;LABORATOIRE DE SOCIOLOGIE ET D'ANTHROPOLOGIE DE L'UNIVERSITE DE FRANCHE-COMTE;INSTITUT FRANCHE-COMTE ELECTRONIQUE MECANIQUE THERMIQUE ET OPTIQUE - SCIENCES ET TECHNOLOGIES;INSTITUT DES SCIENCES ET TECHNIQUES DE L'ANTIQUITE;CULTURE, SPORT, SANTE, SOCIETE;INSTITUT DE RECHERCHE SUR L'EDUCATION - EA 7318;Laboratoire Interdisciplinaire de Recherches ""Societes, Sensibilites, Soin"" - UMR 7366;ARCHEOLOGIE, TERRE, HISTOIRE, SOCIETES - UMR 6298;Laboratoire de Psychologie: Dynamiques Relationnelles Et Processus Identitaires - EA 7458";;https://www.adum.fr/as/ed/actu.pl?site=edsept;MSHE, 1, rue Charles Nodier, 25000 BESANÄON;ed.sept.besancon@ubfc.fr;47.248103, 5.991326;Sciences humaines et humanitÇs;UniversitÇ Bourgogne - Franche-ComtÇ;0251985X;25056;UU25601;D025;A03;R27;;AndrÇ;Didierjean;;Monsieur;Besanáon;6;6;;8A0mg;0251985X;8A0mg;;;"199613833H;199613834J;200012140A;200014487B;200014488C;200412232H;200515266B;201220062J;201220411N;201220415T;201220438T;201722601X";N85H3;;47.248103, 5.991326;;;;;;47.248103; 5.991326
596;êcole doctorale Matiäre, MolÇcules et MatÇriaux;ED 3M;Chimie;UniversitÇ Bretagne Loire;"UniversitÇ de Bretagne Occidentale;êcole nationale supÇrieure de chimie de Rennes;Institut national des sciences appliquÇes de Rennes;UniversitÇ de Rennes 1;UniversitÇ de Nantes;UniversitÇ d'Angers;Le Mans UniversitÇ;Institut Mines-TÇlÇcom (IMT)";;Physique;2017;2017;5;Nantes;Pays de la Loire;Sarthe;Le Mans;"LABORATOIRE DE SPECTROMETRIE ET OPTIQUE LASER;LABORATOIRE DE PHYSIQUE SUBATOMIQUE ET DES TECHNOLOGIES ASSOCIEES;INSTITUT DES MATERIAUX JEAN ROUXEL;CHIMIE, ELECTROCHIMIE MOLECULAIRES ET CHIMIE ANALYTIQUE;Institut Fonctions Optiques pour les Technologies de l'informatiON;INSTITUT D'ELECTRONIQUE ET DE TELECOMMUNICATION DE RENNES (IETR);MOLTECH-Anjou;INSTITUT DES SCIENCES CHIMIQUES DE RENNES;CHIMIE ET INTERDISCIPLINARITE : SYNTHESE, ANALYSE, MODELISATION;INSTITUT DE PHYSIQUE DE RENNES;LABORATOIRE DE PHOTONIQUE D'ANGERS;LABORATOIRE DE MAGNETISME DE BRETAGNE;Laboratoire des Sciences et Techniques de l'Information, de la Communication et de la Connaissance;INSTITUT DES MOLECULES ET MATERIAUX DU MANS";;https://ed-3m.u-bretagneloire.fr/;IMMM UniversitÇ du Maine (Le Mans), Avenue Olivier Messiaen, 72085 LE MANS CEDEX 9;ed-3m@u-bretagneloire.fr;48.107017, -1.675798;"Chimie;Physique";"UniversitÇ Bretagne Loire;UniversitÇ de Bretagne Occidentale;êcole nationale supÇrieure de chimie de Rennes;Institut national des sciences appliquÇes de Rennes;UniversitÇ de Rennes 1;UniversitÇ de Nantes;UniversitÇ d'Angers;Le Mans UniversitÇ;Institut Mines-TÇlÇcom (IMT)";0352756F;72181;UU72701;D072;A17;R52;;Florent;Calvayrac;"0290346U;0350077U;0350097R;0350936C;0440984F;0490970N;0720916E;0755661W";Monsieur;Le Mans;"4;2";4;2;"06SE7;kFcnq;3GxJ8;9wAap;7hB8r;IXHyv;9xlel;6Th4v";"0352756F;0290346U;0350077U;0350097R;0350936C;0440984F;0490970N;0720916E;0755661W";;"06SE7;kFcnq;3GxJ8;9wAap;7hB8r;IXHyv;9xlel;6Th4v";;"199213278X;199612295L;199612297N;199612313F;200012165C;200212224H;200411667U;200612270R;200812273K;200812287A;201019032Y;201019046N;201220091R;201220197F";77947;;48.107017, -1.675798;;;;;;48.107017; -1.675798
599;êcole doctorale Droit et Science Politique;DSP;Sciences de la sociÇtÇ;UniversitÇ Bretagne Loire;"UniversitÇ de Bretagne Occidentale;UniversitÇ de Rennes 1;UniversitÇ de Nantes;UniversitÇ d'Angers;UniversitÇ Bretagne Sud;Le Mans UniversitÇ";"êcole des hautes Çtudes en santÇ publique;UniversitÇ Rennes 2;Sciences Po Rennes;êcole normale supÇrieure de Rennes";;2017;2017;5;Rennes;Bretagne;Ille-et-Vilaine;Rennes;"CENTRE DE DROIT MARITIME ET OCEANIQUE;INSTITUT DE RECHERCHE EN DROIT PRIVE;ARENES;CENTRE DE RECHERCHES ADMINISTRATIVES;CENTRE DE DROIT DES AFFAIRES;CENTRE DE RECHERCHE EN DROIT PRIVE;INSTITUT DE L' OUEST : DROIT ET EUROPE;THEMIS UNIVERSITE DU MANS;CENTRE JEAN BODIN (RECHERCHE JURIDIQUE ET POLITIQUE);INSTITUT DU DROIT PUBLIC ET DE LA SCIENCE POLITIQUE;DROIT ET CHANGEMENT SOCIAL;LAB-LEX;Laboratoire Interdisciplinaire de Recherche en Innovations Societales";;https://ed-dsp.u-bretagneloire.fr/;UniversitÇ de Rennes 1 FacultÇ de Droit   et de science politique, 9 rue Jean MacÇ, CS 54203, 35042 RENNES;ed-dsp@u-bretagneloire.fr;48.107017, -1.675798;Sciences de la sociÇtÇ;"UniversitÇ Bretagne Loire;UniversitÇ de Bretagne Occidentale;UniversitÇ de Rennes 1;UniversitÇ de Nantes;UniversitÇ d'Angers;UniversitÇ Bretagne Sud;Le Mans UniversitÇ;êcole des hautes Çtudes en santÇ publique;UniversitÇ Rennes 2;Sciences Po Rennes;êcole normale supÇrieure de Rennes";0352756F;35238;UU35701;D035;A14;R53;"0350095N;0350937D;0352317D;0352440M";Marie-Laure;Cicile-Delfosse;"0290346U;0350936C;0440984F;0490970N;0561718N;0720916E";Madame;Rennes;7;7;;"06SE7;9wAap;7hB8r;IXHyv;5tVy4;9xlel;SsRkf;ti37C;JaqkX;j5bS4";"0352756F;0290346U;0350936C;0440984F;0490970N;0561718N;0720916E;0350095N;0350937D;0352317D;0352440M";;"06SE7;9wAap;7hB8r;IXHyv;5tVy4;9xlel";"SsRkf;ti37C;JaqkX;j5bS4";"199213373A;199213374B;200012142C;200014449K;200014494J;200415141V;200812291E;200815562K;200815566P;201220088M;201220410M;201722305A;201722467B";6rwtT;;48.107017, -1.675798;;;;;;48.107017; -1.675798
614;êcole doctorale Chimie, êcologie, GÇosciences, Agrosciences - ThÇodore Monod;CEGA;Chimie;UniversitÇ de Poitiers;UniversitÇ de Limoges;;"Sciences de la terre et de l'univers, espace;Sciences agronomiques et Çcologiques";2018;2018;4;Poitiers;Nouvelle-Aquitaine;Vienne;Poitiers;"UnitÇ de Recherche Pluridisciplinaire, Prairies et Plantes Fourragäres;Institut de Chimie de Milieux et des MatÇriaux de Poitiers;êcologie et Biologie des Interactions;PalÇontologie êvolution PalÇoÇcosystämes PalÇoprimatologie;PEIRENE";;http://www.u-ldevinci.fr/cega/;UniversitÇ de Poitiers - UFR SFA - BÉtim ent B27 Chimie , TSA 51106, 4 Rue Michel Brunet, 86073 POITIERS;ed-theodoremonod@univ-poitiers.fr;46.567143, 0.381608;"Chimie;Sciences de la terre et de l'univers, espace;Sciences agronomiques et Çcologiques";"UniversitÇ de Poitiers;UniversitÇ de Limoges";0860856N;86194;UU86601;D086;A13;R75;;Didier;Bouchon;0870669E;Monsieur;Poitiers;"4;3;10";4;"3;10";"hlX1r;nkbwh";"0860856N;0870669E";hlX1r;nkbwh;;"197517798J;201220398Z;201220399A;201220416U;201822722Z";uc10I;;46.567143, 0.381608;;;;;;46.567143; 0.381608
629;êcole doctorale Sciences sociales et HumanitÇs;SSH;Sciences humaines et humanitÇs;UniversitÇ Paris-Saclay;;;;2020;2020;5;Versailles;◊le-de-France;Yvelines;Guyancourt;"IDHES  Institutions et Dynamiques Historiques de l'Economie et de la SociÇtÇ;CHCSC Centre d'Histoire Culturelle des SociÇtÇs Contemporaines;DYPAC Dynamiques Patrimoniales et Culturelles;CPN Centre Pierre Naville;PRINTEMPS Laboratoire Professions, Institutions, TemporalitÇs;ISP Institut des Sciences sociales du Politique;CESDIP Centre de Recherches Sociologiques sur le Droit et les Institutions PÇnales;SLAM SynergiesˇLanguesˇArtsˇMusique;CEARC   Cultures, Environnements, Arctique, ReprÇsentations, Climat;CEMOTEV - Centre d'Etudes sur la Mondialisation, les Conflits, les Territoires et les VulnÇrabilitÇs;EST - Etudes sur les Sciences et les Techniques";;;ED Sciences Sociales et Humanites, 55 avenue de Paris, 78000 Versailles;ed.ssh@universite-paris-saclay.fr;48.780501, 2.044182;Sciences humaines et humanitÇs;UniversitÇ Paris-Saclay;0912408Y;78297;UU00851;D078;A25;R11;;Patrick;Hassenteufel;;Monsieur;Paris;6;6;;G2qA7;0912408Y;G2qA7;;;"199812861T;199813979H;199813980J;199814071H;200212745Z;200612818L;200612830Z;201019129D;201019024P;201019026S;199213525R";nnSns;;48.780501, 2.044182;;;;;;48.780501; 2.044182
630;êcole doctorale Droit, Economie et Management;DEM;Sciences de la sociÇtÇ;UniversitÇ Paris-Saclay;;;;2020;2020;5;Versailles;◊le-de-France;Hauts-de-Seine;Sceaux;"IDEP Institut Droit Ethique Patrimoine;DSR Droit et SociÇtÇs Religieuses;IDHES nstitutions et Dynamiques Historiques de l'Economie et de la SociÇtÇ;LAREQUOI Laboratoire de Recheche en Management;IDEST Institut Droit de l'Espace et des TÇlÇcommunications;IEDP Institut d'Etudes de Droit Public;CERDI Centre d'Etudes et de Recherche en Droit de l'ImmatÇriel;VIP Centre de Recherche Versailles Saint-Quentin Institutions Publiques;ISP Institut des Sciences sociales du Politique;CRLD Centre de Recherche LÇon Duguit;ALISS Alimentation et Sciences Sociales;CEMOTEV Centre d'Etudes sur la Mondialisation, les Conflits, les Territoires et les VulnÇrabilitÇs;DANTE Droit des Affaires et Nouvelles Technologies;LITEM Laboratoire en Innovation, Technologie, Economie et Management;RITM RÇseauxˇInnovation Territoires et Mondialisation;CEPS Centre d?Çconomie de l?ENS Paris-Saclay;EPEE Centre d'Etude des Politiques Economiques;I-TÇSÇ - Institut de Technico-Economie des Systämes EnergÇtiques";;https://www.universite-paris-saclay.fr/ecoles-doctorales/droit-economie-management-dem;ED DEM FacultÇ Jean Monnet, 54, Boulevard Desgranges, 92331 SCEAUX CEDEX;ed_dem@universite-paris-saclay.fr;48.782097, 2.284883;Sciences de la sociÇtÇ;UniversitÇ Paris-Saclay;0912408Y;92071;UU00851;D092;A25;R11;;Michel;Guillard;;Monsieur;Paris;7;7;;G2qA7;0912408Y;G2qA7;;;"199213095Y;199213526S;199812861T;199813983M;199814228D;199814231G;200214812W;200214917K;200612818L;200615351P;200817994D;201019026S;201019067L;201422156B;201521284Z;202023496G;199413773B;200718585A";78n8c;;48.782097, 2.284883;;;;;;48.782097; 2.284883
635;êcole doctorale Polytechnique Hauts-de-France;PHF;Sciences et technologies de l'information et de la communication;UniversitÇ Polytechnique Hauts-de-France;Institut national des sciences appliquÇes Hauts-de-France;Institut catholique de Lille;"MathÇmatiques et leurs interactions;Chimie;Biologie, mÇdecine et santÇ;Sciences humaines et humanitÇs;Sciences de la sociÇtÇ;Sciences pour l'ingÇnieur";2021;2021;5;Lille;Hauts-de-France;Nord;Valenciennes;"LAMIH - Automatique, mÇcanique, informatique humaines - UMR CNRS 8201;LMPCA - MatÇriaux CÇramiques et ProcÇdÇs AssociÇs;IEMN - Ultrasons, tÇlÇcommunications, micro-systämes acoustiques, Çlectronique - UMR CNRS 8520;LAMAV - MathÇmatiques et leurs applications de Valenciennes - membre de FR2037 CNRS;DeVisu - Information - communication / Design, Visuel et Urbain;DeScripto - Lettres, Langues, Arts;CRISS - Centre de Recherche Interdisciplinaire en Sciences de la SociÇtÇ;LMI - Laboratoire de MathÇmatiques pour les IngÇnieurs";03 27 51 14 01;https://www.uphf.fr/ecole-doctorale;ED PHF, Campus du Mont Houy, 59313 Valenciennes Cedex 9;ED_PHF_Direction@uphf.fr;50.32367017612246, 3.512752998535718;"Sciences et technologies de l'information et de la communication;MathÇmatiques et leurs interactions;Chimie;Biologie, mÇdecine et santÇ;Sciences humaines et humanitÇs;Sciences de la sociÇtÇ;Sciences pour l'ingÇnieur";"UniversitÇ Polytechnique Hauts-de-France;Institut national des sciences appliquÇes Hauts-de-France;Institut catholique de Lille";0597132G;59606;UU59701;D059;A09;R32;0590344D;Marc;Duquennoy;0597131F;Monsieur;Valenciennes (partie franáaise);"9;1;4;5;6;7;8";9;"1;4;5;6;7;8";"EW53M;J3Mu2;";"0597132G;0597131F;0590344D";EW53M;J3Mu2;pgd9B;"201220427F;199813974C;199812849E;200615269A;199813976E;202023553U;202023555W;202023554V";p2m23;;50.32367017612246, 3.512752998535718;;;;;;50.32367017612246; 3.512752998535718
9;êcole doctorale Droit international, droit europÇen, relations internationales et droit comparÇ;;Sciences de la sociÇtÇ;UniversitÇ PanthÇon-Assas;;;;1992;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"CENTRE DE DROIT EUROPEEN;CENTRE DE RECHERCHES DE L'INSTITUT DES HAUTES ETUDES INTERNATIONALES;INSTITUT DE DROIT COMPARE;CENTRE THUCYDIDE - ANALYSE ET RECHERCHE EN RELATIONS INTERNATIONALES;CENTRE DE RECHERCHE SUR LES DROITS DE L'HOMME ET LE DROIT HUMANITAIRE;CENTRE DE RECHERCHE DE DROIT INTERNATIONAL PRIVE ET DU COMMERCE INTERNATIONAL";;https://www.u-paris2.fr/fr/recherche/ecoles-doctorales/ed9-droit-international-europeen-relations-internatioales-droit-compare;UniversitÇ Paris 2, ED n¯9, 12 Place du PanthÇon, 75231 PARIS CEDEX 05;;48.8468, 2.34488;Sciences de la sociÇtÇ;UniversitÇ PanthÇon-Assas;0751718K;75105;UU00851;D075;A01;R11;;Fabrice;Picod;;Monsieur;Paris;7;7;;TWBzp;0751718K;TWBzp;;;"199213030C;199713847U;199914361U;199914364X;200114662M;200918518U";v1emR;;48.8468, 2.34488;;;;;;48.8468; 2.34488
34;êcole doctorale MatÇriaux;;Sciences pour l'ingÇnieur;UniversitÇ de Lyon;;;"Chimie;Physique;Sciences de la terre et de l'univers, espace";1991;2016;5;Lyon;Auvergne-Rhìne-Alpes;Rhìne;Villeurbanne;"Materiaux : Ingenierie et Science;Laboratoire de Tribologie et Dynamique des Systemes;LABORATOIRE DES MULTIMATERIAUX ET INTERFACES;INGENIERIE DES MATERIAUX POLYMERES;INSTITUT DES NANOTECHNOLOGIES DE LYON;Laboratoire de geologie de Lyon : Terre, planetes et environnement;INSTITUT LUMIERE MATIERE";;http://ed34.universite-lyon.fr;INSA de Lyon  Ecole Doctorale MatÇriaux  Bat Joseph Jacquard, 25 Av. Jean Capelle, 69621 VILLEURBANNE CEDEX;ed.materiaux@insa-lyon.fr;45.748414, 4.836668;"Sciences pour l'ingÇnieur;Chimie;Physique;Sciences de la terre et de l'univers, espace";UniversitÇ de Lyon;0694094A;69266;UU00760;D069;A10;R84;;Jean-Yves;Buffiere;;Monsieur;Lyon;"8;4;2;3";8;"4;2;3";iq0rG;0694094A;iq0rG;;;"197311954R;199511957Y;199512045U;200711890Y;200711932U;201119400U;201320570G";1Iufh;;45.748414, 4.836668;;;;;;45.748414; 4.836668
47;êcole doctorale Physique;;Physique;UniversitÇ Grenoble Alpes;"Institut polytechnique de Grenoble;UniversitÇ Savoie Mont Blanc";;;1991;2016;5;Grenoble;Auvergne-Rhìne-Alpes;Isäre;Saint-Martin-d'Häres;"Laboratoire d'Electronique et de Technologie de l'Information;LABORATOIRE D'ANNECY-LE-VIEUX DE PHYSIQUE THEORIQUE;LABORATOIRE DE PHYSIQUE ET MODELISATION DES MILIEUX CONDENSES;Laboratoire des Materiaux et du Genie Physique;Systemes Moleculaires et nano Materiaux pour l'Energie et la Sante;INSTITUT DE BIOLOGIE STRUCTURALE;LABORATOIRE DES TECHNOLOGIES DE LA MICROELECTRONIQUE;Laboratoire de glaciologie et de geophysique de l'environnement;Spintronique et Technologie des Composants;LABORATOIRE DE PHYSIOLOGIE CELLULAIRE ET VEGETALE;LABORATOIRE DE CHIMIE ET BIOLOGIE DES METAUX;Laboratoire de Genie Electrique de Grenoble;GRENOBLE INSTITUT DES NEUROSCIENCES (GIN);Photonique Electronique et Ingenierie Quantiques;Modelisation et Exploration des Materiaux;Service des Basses Temperatures;Institut Neel;LABORATOIRE NATIONAL DES CHAMPS MAGNETIQUES INTENSES;Institut de Planetologie et d'Astrophysique de Grenoble;Laboratoire Interdisciplinaire de Physique";;https://www.adum.fr/as/ed/page.pl?site=phys;PLURIEL Bureau 003, 701 rue de la piscine, BP 81, 38000 SAINT MARTIN D'HERES;edphys@univ-grenoble-alpes.fr;45.192363, 5.756681;Physique;"UniversitÇ Grenoble Alpes;Institut polytechnique de Grenoble;UniversitÇ Savoie Mont Blanc";0383412C;38421;UU38701;D038;A08;R84;;Olivier;Isnard;"0381912X;0730858L";Monsieur;Grenoble;2;2;;"Y7ch7;2ALYK;zCa4j";"0383412C;0381912X;0730858L";Y7ch7;"2ALYK;zCa4j";;"196718590E;199111793M;199511944J;199512057G;199712093M;199911764W;200111811N;200311855C;200316919G;200317477N;200711914Z;200711931T;200716488W;200717445L;200717446M;200717478X;200717524X;200919895R;201119432D;201122569N";8kNpd;;45.192363, 5.756681;;;;;;45.192363; 5.756681
58;êcole doctorale Langues, littÇratures, cultures, civilisations;LLCC;Sciences humaines et humanitÇs;UniversitÇ Paul-ValÇry - Montpellier 3;UniversitÇ de Montpellier;"êcole nationale supÇrieure agronomique de Montpellier;êcole du Louvre (EDL)";;1991;2015;6;Montpellier;Occitanie;HÇrault;Montpellier;"LABORATOIRE DE SOCIOLINGUISTIQUE, D'ANTHROPOLOGIE DES PRATIQUES LANGAGIERES ET DE DIDACTIQUE DES LANGUES-CULTURES;ETUDES MONTPELLIERAINES DU MONDE ANGLOPHONE;LABORATOIRE D'ETUDES ET DE RECHERCHES APPLIQUEES EN SCIENCES SOCIALES;Institut de recherche sur la Renaissance, l'Age Classique et les Lumieres;Laboratoire Interdisciplinaire de Recherche en Didactique, Education et Formation;PRAXILING;CENTRE DE RECHERCHES ET D'ETUDES GERMANIQUES;REPRESENTER, INVENTER LA REALITE DU ROMANTISME AU XXIEME SIECLE;CENTRE DE RECHERCHES INTERDISCIPLINAIRES EN SCIENCES HUMAINES ET SOCIALES DE MONTPELLIER;Centre d'Etudes Medievales de Montpellier;LANGUES, LITTERATURES ARTS ET CULTURE DES SUDS;Langages HUmanites Mediations Apprentissages Interactions Numerique";;https://ed58.www.univ-montp3.fr/fr/l%C3%A9cole-doctorale;UniversitÇ Paul-ValÇry - Montpellier III   - Site Saint Charles  Service des Etudes et Ecoles Doctorales/   DRED, Route de Mende, 34199 MONTPELLIER CEDEX 5;formation.doctorats@univ-montp3.fr;43.6326, 3.86938;Sciences humaines et humanitÇs;"UniversitÇ Paul-ValÇry - Montpellier 3;UniversitÇ de Montpellier;êcole nationale supÇrieure agronomique de Montpellier;êcole du Louvre (EDL)";0341089Z;34172;UU34701;D034;A11;R76;"0340131H;0753489K";Christine;Reynier;0342321N;Madame;Montpellier;6;6;;"1I7hJ;7yd5d;MihlE;bgFFu";"0341089Z;0342321N;0340131H;0753489K";1I7hJ;7yd5d;"MihlE;bgFFu";"199113211D;199113213F;199113245R;200311857E;200315018R;200711930S;200715395H;200715448R;200919215B;201119372N;201119397R;202023518F";I9ATR;;43.6326, 3.86938;;;;;;43.6326; 3.86938
65;êcole doctorale Sciences de la Vie, SantÇ, Agronomie, Environnement;;Biologie, mÇdecine et santÇ;UniversitÇ Clermont Auvergne;;Vet Agro Sup;;1992;2017;4;Clermont-Ferrand;Auvergne-Rhìne-Alpes;Puy-de-Dìme;Aubiäre;"LABORATOIRE MICROORGANISMES : GENOME ET ENVIRONNEMENT;Laboratoire des Adaptations Metaboliques a l'Exercice en Conditions Physiologiques et Pathologiques (EA 3533);NEURO-PSYCHO-PHARMACOLOGIE DES SYSTEMES DOPAMINERGIQUES SOUS-CORTICAUX;Cancer Resistance Exploring and Targeting;CENTRE DE RECHERCHE EN ODONTOLOGIE CLINIQUE;Reparation du Genome Mitochondrial normal et pathologique (EA 4645);INSTITUT DE CHIMIE DE CLERMONT-FERRAND;CONCEPTION, INGENIERIE ET DEVELOPPEMENT DE L'ALIMENT ET DU MEDICAMENT;Image Sciences for Interventional Techniques;EQUIPE CARACTERISATION ET SECURITE BIOLOGIQUE DES SURFACES NANOSTRUCTUREES;EQUIPE DE RECHERCHE SUR LES TRAITEMENTS INDIVIDUALISES DES CANCERS;PERINATALITE, GROSSESSE, ENVIRONNEMENT, PRATIQUES MEDICALES ET DEVELOPPEMENT;GENHOTEL-AUVERGNE;Image Guided Clinical Neurosciences and Connectomics;Retinoids, Reproduction Developmental Diseases;Role of intra-Clonal HEterogeneity and Leukemic environment in ThErapy Resistance of chronic leukemias;";;http://edsvs.univ-bpclermont.fr;Campus Universitaire des CÇzeaux, 8 Avenue Blaise Pascal, CS 60026, 63178 AUBIERE CEDEX;edsvsae.drv@uca.fr;45.770548, 3.087722;Biologie, mÇdecine et santÇ;"UniversitÇ Clermont Auvergne;Vet Agro Sup";0632035V;63014;UU63701;D063;A06;R84;0690193K;Monique;Alric;;Madame;Clermont-Ferrand;5;5;;"K4lR3;5cuYU";"0632035V;0690193K";K4lR3;;5cuYU;"200012122F;200114808W;200415105F;200415106G;200415107H;201220069S;201220211W;201220235X;201220298R;201220317L;201220318M;201220319N;201220321R;201220695X;201220698A;201722572R;202124074F";MAOG4;;45.770548, 3.087722;;;;;;45.770548; 3.087722
